Topic,Subtopic,Question,Answer,Problem difficulty,Output
Python,Getting started,"Write a function solve(items) that returns the tuple (len(items), bool(items), len([items])): the count, whether the list counts as a yes, and the length of a new list holding items as its only element.","def solve(items):
    """"""An empty list is a no; a list HOLDING it is not empty.""""""
    return (len(items), bool(items), len([items]))


example = ([],)
print(solve(*example))
",26,"(0, False, 1)"
Python,Getting started,"Write a function solve(lst, t) that returns the tuple (list(t) == lst, tuple(lst) == t, lst == t): the two conversions compared, then the raw list-versus-tuple comparison. The container is part of the value.","def solve(lst, t):
    """"""Equal contents still need equal containers.""""""
    return (list(t) == lst, tuple(lst) == t, lst == t)


example = ([1, 2], (1, 2))
print(solve(*example))
",27,"(True, True, False)"
Python,Getting started,"Write a function solve(row_a, row_b) that builds `table = [row_a, row_b]`, names `shape` the pair (len(table), len(row_a)), and returns the tuple (shape, even) where even is whether len(row_a) == len(row_b).","def solve(row_a, row_b):
    """"""Two rows, one shape — and whether the shape is honest.""""""
    table = [row_a, row_b]
    shape = (len(table), len(row_a))
    return (shape, len(row_a) == len(row_b))


example = ([1, 2], [3, 4])
print(solve(*example))
",30,"((2, 2), True)"
Python,Getting started,"Write a function solve(a, b, c) that builds `values` as the list [a, b, c], names `total` their sum, builds `report` as the tuple (values, total, len(values)), and returns the tuple (report, kind_name) where kind_name is report's type name.","def solve(a, b, c):
    """"""A report: the data, its total, its count — frozen together.""""""
    values = [a, b, c]
    total = a + b + c
    report = (values, total, len(values))
    return (report, type(report).__name__)


example = (1, 2, 3)
print(solve(*example))
",32,"(([1, 2, 3], 6, 3), 'tuple')"
Python,Getting started,"Write a function solve(items) that returns the tuple of the SECOND and THIRD items — positions 1 and 2. Counting starts at zero, so the second item is items[1].","def solve(items):
    """"""items[1] is the SECOND item.""""""
    return (items[1], items[2])


example = ([10, 20, 30, 40],)
print(solve(*example))
",10,"(20, 30)"
Python,Getting started,Write a function solve(items) that names the last item using the length — position len(items) - 1 — and returns it. The last valid position is one LESS than the length.,"def solve(items):
    """"""The last position is len minus one.""""""
    last = items[len(items) - 1]
    return last


example = ([5, 6, 7],)
print(solve(*example))
",11,7
Python,Getting started,"Write a function solve(items) that returns whether the FIRST and LAST items are equal — read one end with 0, the other with -1, and compare with ==.","def solve(items):
    """"""Do the two ends match?""""""
    return items[0] == items[-1]


example = ([3, 1, 3],)
print(solve(*example))
",12,True
Python,Getting started,"Write a function solve(rows) that names the FIRST row `row`, then returns that row's LAST item. One index per level: the first bracket picks the row, the second reads inside it.","def solve(rows):
    """"""Pick the row, then read inside it.""""""
    row = rows[0]
    return row[-1]


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",13,2
Python,Getting started,"Write a function solve(rows) that returns the BOTTOM-LEFT corner of the table: the first item of the last row, in one chained expression.","def solve(rows):
    """"""Last row first, then its first item.""""""
    return rows[-1][0]


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",13,3
Python,Getting started,"Write a function solve(point) that indexes into the TUPLE point and returns (point[0], point[1], kind_name), where kind_name is point's type name. Indexing works the same on tuples — and does not convert them.","def solve(point):
    """"""Tuples index exactly like lists.""""""
    return (point[0], point[1], type(point).__name__)


example = ((3, 4),)
print(solve(*example))
",14,"(3, 4, 'tuple')"
Python,Getting started,Write a function solve(items) that names the SECOND-TO-LAST position `mid` using the length — len(items) - 2 — and returns the item there.,"def solve(items):
    """"""One step further back than len minus one.""""""
    mid = len(items) - 2
    return items[mid]


example = ([1, 2, 3, 4],)
print(solve(*example))
",15,3
Python,Getting started,"Write a function solve(items) that returns the last item read BOTH ways, as the tuple (items[-1], items[len(items) - 1]). Two roads, one item.","def solve(items):
    """"""-1 and len-1 name the same position.""""""
    return (items[-1], items[len(items) - 1])


example = ([1, 2, 3],)
print(solve(*example))
",16,"(3, 3)"
Python,Getting started,"Write a function solve(rows) that returns the tuple (rows[0][0], rows[-1][0]) — the first item of the first row, and the first item of the last row. The FIRST bracket decides which row.","def solve(rows):
    """"""Same column, opposite rows.""""""
    return (rows[0][0], rows[-1][0])


example = ([[1, 2], [3, 4], [5, 6]],)
print(solve(*example))
",20,"(1, 5)"
Python,Getting started,"Write a function solve(items) that returns the tuple (items[1], items[-2]) — the inner neighbours of the two ends: one step in from the front, one step in from the back.","def solve(items):
    """"""One step in from each end.""""""
    return (items[1], items[-2])


example = ([1, 2, 3, 4],)
print(solve(*example))
",21,"(2, 3)"
Python,Getting started,"Write a function solve(rows) that names the LAST row `last_row` (pick it with -1), and returns the tuple (last_row, last_row[0], last_row[-1]) — the row itself, then its two ends.","def solve(rows):
    """"""One pick, then both ends of what was picked.""""""
    last_row = rows[-1]
    return (last_row, last_row[0], last_row[-1])


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",22,"([3, 4], 3, 4)"
Python,Getting started,"Write a function solve(rows) that returns whether rows[0][1] equals rows[1][0], using ==. The two brackets are not interchangeable — these are different cells.","def solve(rows):
    """"""Swapping the brackets reads a different cell.""""""
    return rows[0][1] == rows[1][0]


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",23,False
Python,Getting started,"Write a function solve(rows) that names the TOP-RIGHT corner `corner` — the first row's last item — and returns the tuple (corner, kind_name) with corner's type name.","def solve(rows):
    """"""Row zero, last item — and what kind of value lives there.""""""
    corner = rows[0][-1]
    return (corner, type(corner).__name__)


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",24,"(2, 'int')"
Python,Getting started,"Write a function solve(pair) that builds `flipped` as the tuple (pair[-1], pair[0]) and returns the tuple (flipped, same) where same is whether flipped[0] equals pair[0] — true only when the two ends match.","def solve(pair):
    """"""Flip by indexing, then index what you built.""""""
    flipped = (pair[-1], pair[0])
    return (flipped, flipped[0] == pair[0])


example = ((1, 2),)
print(solve(*example))
",25,"((2, 1), False)"
Python,Getting started,"Write a function solve(items, n) that returns the tuple (items[n], items[n - 1]) — the item at position n and its LEFT neighbour. Work the position out inside the brackets.","def solve(items, n):
    """"""A position and the one before it.""""""
    return (items[n], items[n - 1])


example = ([10, 20, 30], 2)
print(solve(*example))
",26,"(30, 20)"
Python,Getting started,"Write a function solve(cube) that returns the tuple (cube[0][0][0], cube[-1][-1][-1]) — the very first value and the very last value of a three-level nest. One index per level, three levels deep.","def solve(cube):
    """"""Three levels: three brackets each way.""""""
    return (cube[0][0][0], cube[-1][-1][-1])


example = ([[[1, 2]], [[3, 4]]],)
print(solve(*example))
",28,"(1, 4)"
Python,Getting started,"Write a function solve(rows) that names `top` the first row and `bottom` the last row, and returns the tuple ((top[0], bottom[-1]), len(rows), same) where same is whether top equals bottom.","def solve(rows):
    """"""Corners, count, and whether the edges are the same row.""""""
    top = rows[0]
    bottom = rows[-1]
    return ((top[0], bottom[-1]), len(rows), top == bottom)


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",31,"((1, 4), 2, False)"
Python,Getting started,"Write a function solve(rows, i, j) that names the row `row = rows[i]`, the cell `item = row[j]`, and returns the tuple (item, (i, j), kind_name) where kind_name is item's type name.","def solve(rows, i, j):
    """"""Pick, read, and report where the value came from.""""""
    row = rows[i]
    item = row[j]
    return (item, (i, j), type(item).__name__)


example = ([[1, 2], [3, 4]], 1, 0)
print(solve(*example))
",33,"(3, (1, 0), 'int')"
Python,Getting started,"Write a function solve(numbers) that returns the total of the list, using sum. The parentheses are what make the work happen.","def solve(numbers):
    """"""One call, one value back.""""""
    return sum(numbers)


example = ([4, 1, 7],)
print(solve(*example))
",10,12
Python,Getting started,"Write a function solve(numbers) that returns the tuple (biggest, smallest) — max first, then min — of the list.","def solve(numbers):
    """"""The two extremes, biggest first.""""""
    return (max(numbers), min(numbers))


example = ([4, 1, 7],)
print(solve(*example))
",11,"(7, 1)"
Python,Getting started,"Write a function solve(items) that returns a NEW sorted list of the items, smallest first, using sorted.","def solve(items):
    """"""sorted returns a new, ordered list.""""""
    return sorted(items)


example = ([3, 1, 2],)
print(solve(*example))
",12,"[1, 2, 3]"
Python,Getting started,"Write a function solve(items, flag) that returns sorted(items, reverse=flag) — the direction is a setting, passed by NAME.","def solve(items, flag):
    """"""The direction travels as a named argument.""""""
    return sorted(items, reverse=flag)


example = ([3, 1, 2], True)
print(solve(*example))
",13,"[3, 2, 1]"
Python,Getting started,Write a function solve(items) that returns the SPAN of the list: the biggest value minus the smallest. Two calls and one subtraction.,"def solve(items):
    """"""The distance between the two extremes.""""""
    return max(items) - min(items)


example = ([4, 9, 2],)
print(solve(*example))
",13,7
Python,Getting started,Write a function solve(numbers) that returns the MEAN of the list: the total divided by the count. Two calls feeding one division.,"def solve(numbers):
    """"""sum over len — each call runs first, then the division.""""""
    return sum(numbers) / len(numbers)


example = ([4, 9, 2],)
print(solve(*example))
",14,5.0
Python,Getting started,"Write a function solve(items) that returns the tuple of two type names, as text: the kind of len ITSELF (no parentheses), then the kind of len(items). Talking about a function and running it produce different kinds of value.","def solve(items):
    """"""The function is a value; its answer is another.""""""
    return (type(len).__name__, type(len(items)).__name__)


example = ([1, 2],)
print(solve(*example))
",15,"('builtin_function_or_method', 'int')"
Python,Getting started,"Write a function solve(numbers, places) that returns the mean of the list rounded to `places` decimal places: sum over len, fed straight into round.","def solve(numbers, places):
    """"""Three calls, one line: the mean, trimmed.""""""
    return round(sum(numbers) / len(numbers), places)


example = ([1, 2, 2], 2)
print(solve(*example))
",16,1.67
Python,Getting started,"Write a function solve(items) that names sorted(items) `ordered` and returns the tuple (ordered, items) — the new list AND the original, which sorted must have left alone.","def solve(items):
    """"""A new list comes back; the original is untouched.""""""
    ordered = sorted(items)
    return (ordered, items)


example = ([3, 1, 2],)
print(solve(*example))
",20,"([1, 2, 3], [3, 1, 2])"
Python,Getting started,"Write a function solve(items) that returns the tuple (sorted(items), sorted(items, reverse=True)) — both directions of the same list.","def solve(items):
    """"""Ascending and descending, from two calls.""""""
    return (sorted(items), sorted(items, reverse=True))


example = ([3, 1, 2],)
print(solve(*example))
",21,"([1, 2, 3], [3, 2, 1])"
Python,Getting started,"Write a function solve(x, y) that returns whether the two numbers agree once both are rounded to 2 decimal places — round each, then compare with ==.","def solve(x, y):
    """"""Equal after trimming is a different question from equal.""""""
    return round(x, 2) == round(y, 2)


example = (3.14159, 3.14162)
print(solve(*example))
",22,True
Python,Getting started,"Write a function solve(items) that names the span max(items) - min(items) `span` and returns the tuple (span, flat) where flat is whether span == 0.","def solve(items):
    """"""A zero span means every value is the same.""""""
    span = max(items) - min(items)
    return (span, span == 0)


example = ([4, 9, 2],)
print(solve(*example))
",23,"(7, False)"
Python,Getting started,"Write a function solve(a, b) that returns the two values as the ordered tuple (smaller, larger) — min and max called on the two arguments directly, no list needed.","def solve(a, b):
    """"""min and max take bare arguments too.""""""
    first = min(a, b)
    second = max(a, b)
    return (first, second)


example = (9, 4)
print(solve(*example))
",24,"(4, 9)"
Python,Getting started,"Write a function solve(rows) that returns the total of the FIRST row plus the total of the LAST row — sum called on rows[0] and on rows[-1], added together.","def solve(rows):
    """"""Two sums, two picks, one addition.""""""
    return sum(rows[0]) + sum(rows[-1])


example = ([[1, 2], [3, 4], [5, 6]],)
print(solve(*example))
",25,14
Python,Getting started,"Write a function solve(items) that returns the tuple (sorted(items)[0], min(items)) — the smallest value found two ways: the front of the sorted list, and min directly.","def solve(items):
    """"""Two roads to the smallest value.""""""
    return (sorted(items)[0], min(items))


example = ([3, 1, 2],)
print(solve(*example))
",26,"(1, 1)"
Python,Getting started,"Write a function solve(x) that returns the tuple (round(x), round(x, 0), round(x, 2)) — no places, zero places, two places. The second argument changes the KIND of the answer, not only its precision.","def solve(x):
    """"""round(x) is an int; round(x, 0) is still a float.""""""
    return (round(x), round(x, 0), round(x, 2))


example = (3.456,)
print(solve(*example))
",27,"(3, 3.0, 3.46)"
Python,Getting started,"Write a function solve(numbers) that names sorted(numbers) `ordered`, builds `stats` as the tuple (len(numbers), sum(numbers), min(numbers), max(numbers)), and returns the tuple (ordered, stats).","def solve(numbers):
    """"""The list in order, and four one-call facts about it.""""""
    ordered = sorted(numbers)
    stats = (len(numbers), sum(numbers), min(numbers), max(numbers))
    return (ordered, stats)


example = ([4, 1, 7],)
print(solve(*example))
",31,"([1, 4, 7], (3, 12, 1, 7))"
Python,Getting started,"Write a function solve(numbers, places) that names the mean sum(numbers) / len(numbers) `mean`, names round(mean, places) `trimmed`, and returns the tuple (trimmed, exact) where exact is whether trimmed == mean.","def solve(numbers, places):
    """"""Round the mean, and say whether rounding changed it.""""""
    mean = sum(numbers) / len(numbers)
    trimmed = round(mean, places)
    return (trimmed, trimmed == mean)


example = ([1, 2, 2], 1)
print(solve(*example))
",33,"(1.7, False)"
PyTorch,Rays as tensors,"Fill column `col` of an n×3 zero canvas with `n` evenly spaced values from `lo` to `hi`, writing straight into the canvas with `out=`. Return the canvas as a nested list.","import torch as t


def solve(n, lo, hi, col):
    """"""n evenly spaced values from lo to hi, written into column col.""""""
    canvas = t.zeros((n, 3))
    t.linspace(lo, hi, n, out=canvas[:, col])
    return canvas.tolist()


example = (3, 0.0, 1.0, 1)
print(solve(*example))
",22,"[[0.0, 0.0, 0.0], [0.0, 0.5, 0.0], [0.0, 1.0, 0.0]]"
PyTorch,Rays as tensors,"Write `0, 1, …, n-1` into row `row` of a 2×n zero canvas using `arange` with `out=`. Return the canvas as a nested list.","import torch as t


def solve(n, row):
    """"""The integers 0..n-1 written into row `row` of a 2×n canvas.""""""
    canvas = t.zeros((2, n))
    t.arange(n, out=canvas[row])
    return canvas.tolist()


example = (3, 0)
print(solve(*example))
",24,"[[0.0, 1.0, 2.0], [0.0, 0.0, 0.0]]"
PyTorch,Rays as tensors,Return an n×2 tensor as a nested list whose column 0 is `0..n-1` and whose column 1 runs from `lo` to `hi` in n steps. Build one zero canvas and fill both columns with `out=`.,"import torch as t


def solve(n, lo, hi):
    """"""Column 0 = arange, column 1 = linspace(lo, hi), one canvas.""""""
    canvas = t.zeros((n, 2))
    t.arange(n, out=canvas[:, 0])
    t.linspace(lo, hi, n, out=canvas[:, 1])
    return canvas.tolist()


example = (3, 0.0, 1.0)
print(solve(*example))
",34,"[[0.0, 0.0], [1.0, 0.5], [2.0, 1.0]]"
PyTorch,Rays as tensors,"Return a tuple `(filled, canvas)`: fill `canvas[:, 1]` of an n×2 zero canvas with `linspace(0, 1, n, out=...)`, keep the RETURNED tensor as `filled`, and return both as lists. `filled` is the column view, so its list matches column 1 of the canvas.","import torch as t


def solve(n):
    """"""out= hands back the target view; the canvas shows the write.""""""
    canvas = t.zeros((n, 2))
    filled = t.linspace(0, 1, n, out=canvas[:, 1])
    return (filled.tolist(), canvas.tolist())


example = (3,)
print(solve(*example))
",36,"([0.0, 0.5, 1.0], [[0.0, 0.0], [0.0, 0.5], [0.0, 1.0]])"
PyTorch,Rays as tensors,"Fill every column of an n×3 zero canvas: column 0 with `arange`, column 1 with `linspace(lo, hi)`, column 2 with `linspace(hi, lo)` (reversed). Return the canvas as a nested list.","import torch as t


def solve(n, lo, hi):
    """"""Three out= writes, three columns.""""""
    canvas = t.zeros((n, 3))
    t.arange(n, out=canvas[:, 0])
    t.linspace(lo, hi, n, out=canvas[:, 1])
    t.linspace(hi, lo, n, out=canvas[:, 2])
    return canvas.tolist()


example = (3, 0.0, 1.0)
print(solve(*example))
",38,"[[0.0, 0.0, 1.0], [1.0, 0.5, 0.5], [2.0, 1.0, 0.0]]"
PyTorch,Rays as tensors,"Given a canvas as a nested list, write `linspace(lo, hi, k)` into its first `k` rows of column `col` using `out=` on a slice, and return the whole canvas as a nested list. Rows after `k` stay as they were.","import torch as t


def solve(canvas, k, lo, hi, col):
    """"""linspace into the first k rows of one column of an existing canvas.""""""
    canvas = t.tensor(canvas, dtype=t.float32)
    t.linspace(lo, hi, k, out=canvas[:k, col])
    return canvas.tolist()


example = ([[9.0, 9.0], [9.0, 9.0], [9.0, 9.0]], 2, 0.0, 1.0, 0)
print(solve(*example))
",40,"[[0.0, 9.0], [1.0, 9.0], [9.0, 9.0]]"
PyTorch,Rays as tensors,"Return the integers `start..stop-1` written into row `row` of an m×(stop-start) canvas of zeros with dtype int64 (`t.zeros(..., dtype=t.int64)`), using `arange(start, stop, out=...)`. Return the canvas as a nested list.","import torch as t


def solve(m, start, stop, row):
    """"""arange(start, stop) into an integer canvas row.""""""
    canvas = t.zeros((m, stop - start), dtype=t.int64)
    t.arange(start, stop, out=canvas[row])
    return canvas.tolist()


example = (2, 3, 6, 1)
print(solve(*example))
",40,"[[0, 0, 0], [3, 4, 5]]"
PyTorch,Rays as tensors,"A 3-D canvas of zeros shaped (n, 2, 3). Fill `canvas[:, 1, 1]` (the y of the second row of every slab) with `linspace(lo, hi, n)` via `out=`. Return the canvas as a nested list.","import torch as t


def solve(n, lo, hi):
    """"""One column through a 3-D canvas, written with out=.""""""
    canvas = t.zeros((n, 2, 3))
    t.linspace(lo, hi, n, out=canvas[:, 1, 1])
    return canvas.tolist()


example = (2, -1.0, 1.0)
print(solve(*example))
",42,"[[[0.0, 0.0, 0.0], [0.0, -1.0, 0.0]], [[0.0, 0.0, 0.0], [0.0, 1.0, 0.0]]]"
PyTorch,Rays as tensors,"Fill only the EVEN rows of column 0 of an n×2 zero canvas with `linspace(lo, hi)` — a stepped slice as the `out=` target. `n` may be odd; the number of values is the number of even rows. Return the canvas as a nested list.","import torch as t


def solve(n, lo, hi):
    """"""linspace written into a stepped slice.""""""
    canvas = t.zeros((n, 2))
    target = canvas[::2, 0]
    t.linspace(lo, hi, target.shape[0], out=target)
    return canvas.tolist()


example = (5, 0.0, 1.0)
print(solve(*example))
",50,"[[0.0, 0.0], [0.0, 0.0], [0.5, 0.0], [0.0, 0.0], [1.0, 0.0]]"
PyTorch,Rays as tensors,"One column, two targets: in an n×2 zero canvas write `arange(k)` into the FIRST k rows of column `col` and `linspace(lo, hi, n - k)` into the remaining rows of the same column, both with `out=`. Return the canvas as a nested list. (`n - k` may be 0; then the second write is skipped.)","import torch as t


def solve(n, k, lo, hi, col):
    """"""A column partitioned between two out= writes.""""""
    canvas = t.zeros((n, 2))
    t.arange(k, out=canvas[:k, col])
    if n - k > 0:
        t.linspace(lo, hi, n - k, out=canvas[k:, col])
    return canvas.tolist()


example = (5, 2, 0.0, 1.0, 1)
print(solve(*example))
",52,"[[0.0, 0.0], [0.0, 1.0], [0.0, 0.0], [0.0, 0.5], [0.0, 1.0]]"
PyTorch,Rays as tensors,"Two writes into one (n, 2, 3) canvas: `linspace(y0, y1, n)` into `[:, 1, 1]` and the constant 1.0 into `[:, 1, 0]` using `t.ones(n, out=...)`. Return the canvas as a nested list.","import torch as t


def solve(n, y0, y1):
    """"""A ones-column and a linspace-column, both via out=.""""""
    canvas = t.zeros((n, 2, 3))
    t.ones(n, out=canvas[:, 1, 0])
    t.linspace(y0, y1, n, out=canvas[:, 1, 1])
    return canvas.tolist()


example = (2, -1.0, 1.0)
print(solve(*example))
",55,"[[[0.0, 0.0, 0.0], [1.0, -1.0, 0.0]], [[0.0, 0.0, 0.0], [1.0, 1.0, 0.0]]]"
PyTorch,Rays as tensors,Set column `col` of an n×3 zero canvas to the constant `v` with one slice assignment. Return the canvas as a nested list.,"import torch as t


def solve(n, v, col):
    """"""One column set to v by assigning into the slice.""""""
    canvas = t.zeros((n, 3))
    canvas[:, col] = v
    return canvas.tolist()


example = (3, 1.0, 0)
print(solve(*example))
",22,"[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0]]"
PyTorch,Rays as tensors,Copy the 1-D list `row_values` into row `row` of an m×len(row_values) zero canvas with `copy_`. Return the canvas as a nested list.,"import torch as t


def solve(m, row, row_values):
    """"""One row overwritten with copy_.""""""
    canvas = t.zeros((m, len(row_values)))
    canvas[row].copy_(t.tensor(row_values))
    return canvas.tolist()


example = (2, 1, [1.0, 2.0, 3.0])
print(solve(*example))
",24,"[[0.0, 0.0, 0.0], [1.0, 2.0, 3.0]]"
PyTorch,Rays as tensors,"Return an n×2 canvas as a nested list with column 0 all equal to `a` and column 1 all equal to `b`, built from `t.zeros` and two slice assignments.","import torch as t


def solve(n, a, b):
    """"""Two scalar broadcasts into two columns.""""""
    canvas = t.zeros((n, 2))
    canvas[:, 0] = a
    canvas[:, 1] = b
    return canvas.tolist()


example = (3, 1.0, -1.0)
print(solve(*example))
",32,"[[1.0, -1.0], [1.0, -1.0], [1.0, -1.0]]"
PyTorch,Rays as tensors,Return an n×3 canvas as a nested list whose column 1 holds `0..n-1` (assign `t.arange(n)` into the column slice) and whose other columns are zero.,"import torch as t


def solve(n):
    """"""A 1-D tensor assigned into a column.""""""
    canvas = t.zeros((n, 3))
    canvas[:, 1] = t.arange(n)
    return canvas.tolist()


example = (3,)
print(solve(*example))
",34,"[[0.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 2.0, 0.0]]"
PyTorch,Rays as tensors,"Two views of one storage. Take `col = canvas[:, 0]` of an n×2 zero canvas, then assign `v` to `col[:]`. Return a tuple `(canvas.tolist(), col.tolist())` — both should show the write.","import torch as t


def solve(n, v):
    """"""A write through one view shows in every view.""""""
    canvas = t.zeros((n, 2))
    col = canvas[:, 0]
    col[:] = v
    return (canvas.tolist(), col.tolist())


example = (2, 3.0)
print(solve(*example))
",36,"([[3.0, 0.0], [3.0, 0.0]], [3.0, 3.0])"
PyTorch,Rays as tensors,Set the lower-right `k×k` block of an n×n zero canvas to `v` with one slice assignment. Return the canvas as a nested list.,"import torch as t


def solve(n, k, v):
    """"""A block write via two slices.""""""
    canvas = t.zeros((n, n))
    canvas[n - k:, n - k:] = v
    return canvas.tolist()


example = (3, 2, 1.0)
print(solve(*example))
",40,"[[0.0, 0.0, 0.0], [0.0, 1.0, 1.0], [0.0, 1.0, 1.0]]"
PyTorch,Rays as tensors,"Write into an existing canvas, given as a nested list of floats: row `row` becomes `value` everywhere (slice assignment), and column `col` becomes `0..n-1` via `copy_` of `t.arange(n)` (the column write happens LAST, so it wins at the crossing). Return the canvas as a nested list.","import torch as t


def solve(canvas, row, col, value):
    """"""Assign a row, then copy_ a column; order matters at the crossing.""""""
    canvas = t.tensor(canvas)
    n = canvas.shape[0]
    canvas[row] = value
    canvas[:, col].copy_(t.arange(n))
    return canvas.tolist()


example = ([[0.0, 0.0], [0.0, 0.0]], 0, 1, 7.0)
print(solve(*example))
",42,"[[7.0, 0.0], [0.0, 1.0]]"
PyTorch,Rays as tensors,"Return `(before, after)`: assign the float `2.7` into slot 0 of `t.zeros(n, dtype=t.int64)` and report the tensor as a list before and after. The dtype never changes on assignment.","import torch as t


def solve(n):
    """"""A float assigned into an int tensor is truncated, not upcast.""""""
    canvas = t.zeros(n, dtype=t.int64)
    before = canvas.tolist()
    canvas[0] = 2.7
    return (before, canvas.tolist())


example = (2,)
print(solve(*example))
",38,"([0, 0], [2, 0])"
PyTorch,Rays as tensors,"Build an n×3 canvas as a nested list: column 0 is `1.0` everywhere, column 1 is `0..n-1` (assignment of `t.arange`), and column 2 equals column 1 times `scale` — written by reading the slice you just filled.","import torch as t


def solve(n, scale):
    """"""Three column writes, the third built from the second.""""""
    canvas = t.zeros((n, 3))
    canvas[:, 0] = 1.0
    canvas[:, 1] = t.arange(n)
    canvas[:, 2] = canvas[:, 1] * scale
    return canvas.tolist()


example = (3, 2.0)
print(solve(*example))
",50,"[[1.0, 0.0, 0.0], [1.0, 1.0, 2.0], [1.0, 2.0, 4.0]]"
PyTorch,Rays as tensors,"Every other row: set rows `0, 2, 4, …` of an n×2 zero canvas to `[a, b]` with a single assignment through a stepped slice (the RHS broadcasts along the rows). Return the canvas as a nested list.","import torch as t


def solve(n, a, b):
    """"""A row-vector broadcast into a stepped row slice.""""""
    canvas = t.zeros((n, 2))
    canvas[::2] = t.tensor([a, b])
    return canvas.tolist()


example = (4, 1.0, 2.0)
print(solve(*example))
",52,"[[1.0, 2.0], [0.0, 0.0], [1.0, 2.0], [0.0, 0.0]]"
PyTorch,Rays as tensors,"Copy the 2-D list `block` into the top-left corner of an m×m zero canvas with `copy_` on a block slice, then negate that block in place with a slice assignment that reads itself. Return the canvas as a nested list.","import torch as t


def solve(m, block):
    """"""copy_ a block, then rewrite it from itself.""""""
    canvas = t.zeros((m, m))
    k = len(block)
    canvas[:k, :k].copy_(t.tensor(block))
    canvas[:k, :k] = -canvas[:k, :k]
    return canvas.tolist()


example = (3, [[1.0, 2.0], [3.0, 4.0]])
print(solve(*example))
",55,"[[-1.0, -2.0, 0.0], [-3.0, -4.0, 0.0], [0.0, 0.0, 0.0]]"
PyTorch,Rays as tensors,"Given a ray as a nested list `[[ox, oy, oz], [dx, dy, dz]]` and a scalar `u`, return the point `O + u·D` as a list of three floats.","import torch as t


def solve(ray, u):
    """"""The point at parameter u on a ray stored as [origin, direction].""""""
    ray = t.tensor(ray)
    origin, direction = ray[0], ray[1]
    return (origin + u * direction).tolist()


example = ([[0.0, 0.0, 0.0], [1.0, 0.5, 0.0]], 2.0)
print(solve(*example))
",22,"[2.0, 1.0, 0.0]"
PyTorch,Rays as tensors,"Given a ray `[[ox, oy, oz], [dx, dy, dz]]` and a list of parameters `us`, return one point per parameter as a nested list — a single broadcast, no loop.","import torch as t


def solve(ray, us):
    """"""Many points on one ray, by broadcasting u down a column.""""""
    ray = t.tensor(ray)
    u = t.tensor(us)
    return (ray[0] + u[:, None] * ray[1]).tolist()


example = ([[0.0, 0.0, 0.0], [1.0, 0.5, 0.0]], [0.0, 1.0, 2.0])
print(solve(*example))
",26,"[[0.0, 0.0, 0.0], [1.0, 0.5, 0.0], [2.0, 1.0, 0.0]]"
PyTorch,Rays as tensors,"Return the parameter `u` at which the ray `[[ox, oy, oz], [dx, dy, dz]]` reaches x-coordinate `x`, as a float. Assume `dx != 0`.","import torch as t


def solve(ray, x):
    """"""Solve O_x + u·D_x = x for u.""""""
    ray = t.tensor(ray)
    return float((x - ray[0, 0]) / ray[1, 0])


example = ([[1.0, 0.0, 0.0], [2.0, 0.0, 0.0]], 5.0)
print(solve(*example))
",34,2.0
PyTorch,Rays as tensors,"Return the y-coordinate (float) of the ray `[[ox, oy, oz], [dx, dy, dz]]` at the point where its x-coordinate equals `x`. Assume `dx != 0`.","import torch as t


def solve(ray, x):
    """"""Solve for u from x, then read y.""""""
    ray = t.tensor(ray)
    u = (x - ray[0, 0]) / ray[1, 0]
    return float(ray[0, 1] + u * ray[1, 1])


example = ([[0.0, 0.0, 0.0], [1.0, 2.0, 0.0]], 3.0)
print(solve(*example))
",36,6.0
PyTorch,Rays as tensors,"Return `True` if the point `p` (list of three floats) with x-coordinate `p[0]` lies on the FORWARD half of the ray `[[ox, oy, oz], [dx, dy, dz]]`, i.e. the `u` that reaches `p[0]` is ≥ 0 AND `O + u·D` equals `p` exactly. Assume `dx != 0`.","import torch as t


def solve(ray, p):
    """"""Is p ahead of the camera on this ray?""""""
    ray = t.tensor(ray)
    u = (p[0] - ray[0, 0]) / ray[1, 0]
    on_line = (ray[0] + u * ray[1]).tolist() == p
    return bool(u >= 0) and on_line


example = ([[0.0, 0.0, 0.0], [1.0, 2.0, 0.0]], [-1.0, -2.0, 0.0])
print(solve(*example))
",40,False
PyTorch,Rays as tensors,"Return the point at parameter `u` on the ray `[[ox, oy, oz], [dx, dy, dz]]` and on the same ray with its direction doubled and `u` halved, as a tuple of two lists. They must agree — the parametrisation is not unique.","import torch as t


def solve(ray, u):
    """"""Doubling D and halving u names the same point.""""""
    ray = t.tensor(ray)
    a = ray[0] + u * ray[1]
    b = ray[0] + (u / 2) * (2 * ray[1])
    return (a.tolist(), b.tolist())


example = ([[0.0, 0.0, 0.0], [1.0, 0.5, 0.0]], 2.0)
print(solve(*example))
",36,"([2.0, 1.0, 0.0], [2.0, 1.0, 0.0])"
